"ROK","ICP","TYP","FUEL_NAME"
2022,211511752,"SPAL","zemní plyn"
2022,211512342,"SPAL","zemní plyn"
2022,211512352,"SPAL","nafta"
2022,211512522,"SPAL","zemní plyn"
2022,211512562,"SPAL","bioplyn"
2022,211570182,"SPAL","bioplyn"
2022,211570212,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211570222,"SPAL","zemní plyn"
2022,211570232,"SPAL","nafta"
2022,211570612,"SPAL","nafta"
2022,211570612,"SPAL","zemní plyn"
2022,211600232,"SPAL","zemní plyn"
2022,211600252,"SPAL","zemní plyn"
2022,211600342,"SPAL","hnědé uhlí tříděné"
2022,211600822,"SPAL","zemní plyn"
2022,211670072,"SPAL","zemní plyn"
2022,211670102,"SPAL","zemní plyn"
2022,211670122,"SPAL","nafta"
2022,211670242,"SPAL","zemní plyn"
2022,211670252,"SPAL","zemní plyn"
2022,211670282,"SPAL","zemní plyn"
2022,211670292,"SPAL","zemní plyn"
2022,211700322,"SPAL","zemní plyn"
2022,211700332,"SPAL","zemní plyn"
2022,211700602,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211801242,"SPAL","zemní plyn"
2022,211801262,"SPAL","dřevní biomasa"
2022,211801372,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211801512,"SPAL","zemní plyn"
2022,211801532,"SPAL","zemní plyn"
2022,211801922,"SPAL","hnědé uhlí tříděné"
2022,211802022,"SPAL","zemní plyn"
2022,211802832,"SPAL","zemní plyn"
2022,211802842,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211803152,"SPAL","zemní plyn"
2022,211803152,"SPAL","nafta"
2022,211803162,"SPAL","nafta"
2022,211803162,"SPAL","zemní plyn"
2022,211870022,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211870212,"SPAL","zemní plyn"
